t_rel_s,pitch_deg,pitch_rate_dps,balance_command_sps,target_velocity_sps,completed_velocity_sps,left_applied_sps,right_applied_sps,controller_saturation_flags,controller_fault_flags,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps
2.682491,2.9111364524819714,0.21290301433939823,-1341.222095489502,0.0,-1703.0620345855452,-1600.0,-1600.0,0,0,2.5010000000000003,0.001,3073,3073
2.7025,2.3059150145550236,-32.34790107718342,-1498.9237785339355,0.0,-1373.44441620771,-2000.0,-2000.0,0,0,2.5100000000000002,0.01,3040,3040
2.722489,1.2964418926587098,-75.81706390807604,-2421.5938568115234,0.0,-1510.8025057458478,-1800.0,-1800.0,0,0,2.5,4.999,3013,3013
2.742489,-0.5808196048049019,-54.26392766932003,-2829.4189453125,0.0,-1967.480232460496,-3400.0,-3400.0,0,0,2.499,4.999,2965,2965
2.762489,-1.3466685197720303,3.500446130132641,-2520.899772644043,0.0,-2561.0642121896076,-2800.0,-2800.0,2,0,2.5,4.999,2901,2901
2.782489,-0.528597875975436,64.44806207951369,-1840.108299255371,0.0,-2893.8634199682806,-2000.0,-2000.0,3,0,2.5,4.999,2848,2848
2.802491,0.3125299950021154,9.090909742998509,-2458.4535598754883,0.0,-2407.786938669345,-2200.0,-2200.0,3,0,2.502,0.001,2800,2800
2.822491,-0.30754918872367903,-50.02316502919369,-3118.764114379883,0.0,-2229.2133231711673,-3000.0,-3000.0,2,0,2.5010000000000003,0.001,2747,2747
2.84249,0.0529701483006316,114.8755133984958,-1262.7799987792969,0.0,-2565.048986166377,-1800.0,-1800.0,0,0,2.5010000000000003,0.0,2689,2689
2.862491,2.044887231392061,59.80348544086094,-1653.0508041381836,0.0,-2400.3752363098165,-1400.0,-1400.0,1,0,2.502,0.001,2660,2660
2.88249,1.6928600189038203,-44.44631030216115,-2862.015151977539,0.0,-1943.5238462726047,-2800.0,-2800.0,0,0,2.5,0.0,2621,2621
2.902489,0.7622287398250772,-36.6050913656567,-2654.0639877319336,0.0,-2013.4890629803747,-3000.0,-3000.0,0,0,2.499,4.999,2578,2578
2.922491,0.661115531926213,37.79993995039445,-2137.770652770996,0.0,-2617.8470512788213,-2400.0,-2400.0,2,0,2.5010000000000003,0.001,2511,2511
2.942488,2.4902986197440082,94.07728313097135,-1035.1901054382324,0.0,-2565.499124382169,-1200.0,-1200.0,1,0,2.4979999999999998,4.998,2480,2480
2.962489,3.306380437088032,-10.037854140454378,-1485.61372756958,0.0,-1879.1814385639086,-1400.0,-1400.0,0,0,2.499,4.999,2456,2456
2.98249,2.0235245190577102,-38.75917579344297,-1887.6014709472656,0.0,-1591.8443448246244,-2400.0,-2400.0,0,0,2.5,0.0,2408,2408
