frame,video_time_s,video_pts,act_mean,act_max,act_p95,laser_x_px,laser_y_px,laser_integrated_brightness,laser_peak_brightness,laser_width_px,laser_confidence,laser_note
935,31.111000000,2799990,60.250000000,152,129.850000000,668.369706000,463.088369000,436100.181000000,206.757000000,56.832193900,1.000000000,saturated
936,31.143844400,2802946,61.083333300,155,130.700000000,668.325356000,462.840238000,441403.419000000,206.643000000,57.021032700,1.000000000,saturated
937,31.177177800,2805946,61.958333300,156,130.700000000,668.330918000,462.772107000,443911.998000000,208.159000000,57.316312500,1.000000000,saturated
938,31.210511100,2808946,61.833333300,155,129.700000000,668.248624000,462.997599000,439504.019000000,207.914000000,57.113963200,1.000000000,saturated
939,31.243844400,2811946,62.500000000,152,126.850000000,668.292319000,462.898103000,437923.419000000,208.387000000,57.056079800,1.000000000,saturated
940,31.277177800,2814946,62.583333300,154,129.550000000,668.382968000,462.989606000,439085.619000000,208.387000000,57.098783300,1.000000000,saturated
941,31.310511100,2817946,62.083333300,152,127.700000000,668.460050000,462.907338000,434322.000000000,207.800000000,56.992379200,1.000000000,saturated
942,31.343844400,2820946,63.250000000,152,127.700000000,668.304846000,463.013838000,441130.620000000,207.800000000,57.195726900,1.000000000,saturated
943,31.377177800,2823946,63.333333300,154,129.400000000,668.348010000,462.970460000,440093.019000000,209.088000000,57.052019500,1.000000000,saturated
944,31.410033300,2826903,63.125000000,155,130.250000000,668.307228000,463.012864000,429034.381000000,209.430000000,56.662885800,1.000000000,saturated
945,31.443366700,2829903,62.083333300,155,132.400000000,668.308763000,463.031913000,422837.403000000,208.142000000,56.394866100,1.000000000,saturated
946,31.476700000,2832903,62.041666700,156,132.100000000,668.346249000,463.002990000,424677.803000000,208.142000000,56.478912600,1.000000000,saturated
947,31.510033300,2835903,61.083333300,152,130.250000000,668.283741000,462.948645000,425643.003000000,208.501000000,56.450584400,1.000000000,saturated
948,31.543366700,2838903,61.833333300,154,132.400000000,668.319150000,462.875896000,425384.003000000,208.028000000,56.455476000,1.000000000,saturated
949,31.576700000,2841903,61.625000000,152,131.550000000,668.247284000,462.917043000,424320.803000000,208.501000000,56.336001700,1.000000000,saturated
950,31.610033300,2844903,61.958333300,154,131.550000000,668.443554000,462.963351000,418729.997000000,208.028000000,56.093493700,1.000000000,saturated
951,31.643366700,2847903,60.875000000,152,130.400000000,668.457148000,463.094881000,419353.197000000,207.327000000,56.093959800,1.000000000,saturated
952,31.676222200,2850860,61.125000000,151,129.400000000,668.318293000,462.920721000,422568.803000000,208.028000000,56.144505000,1.000000000,saturated
953,31.709555600,2853860,61.583333300,151,129.550000000,668.253661000,462.891352000,421877.203000000,207.327000000,56.104676000,1.000000000,saturated
954,31.742888900,2856860,60.250000000,150,127.700000000,668.414822000,463.054804000,419925.603000000,208.729000000,56.149542900,1.000000000,saturated
955,31.776222200,2859860,61.666666700,154,129.250000000,668.398718000,463.067676000,419528.003000000,208.028000000,56.183505300,1.000000000,saturated
956,31.809555600,2862860,62.000000000,152,127.550000000,668.465285000,463.021500000,421843.603000000,208.028000000,56.346582300,1.000000000,saturated
957,31.842888900,2865860,62.541666700,151,126.700000000,668.359797000,463.083322000,419992.603000000,206.284000000,56.311345500,1.000000000,saturated
958,31.876222200,2868860,63.875000000,151,126.850000000,668.310741000,463.067798000,419045.203000000,206.284000000,56.261173600,1.000000000,saturated
959,31.909555600,2871860,62.875000000,150,125.850000000,668.348912000,463.085541000,419132.203000000,206.056000000,56.314462700,1.000000000,saturated
960,31.942400000,2874816,61.500000000,148,125.700000000,668.412778000,463.258027000,403740.000000000,205.925000000,55.836716400,1.000000000,saturated
961,31.975733300,2877816,60.875000000,148,125.550000000,668.396215000,463.223306000,404180.000000000,205.925000000,55.776177900,1.000000000,saturated
962,32.009066700,2880816,60.833333300,148,125.400000000,668.501875000,463.268330000,396997.204000000,205.925000000,55.434360000,1.000000000,saturated
963,32.042400000,2883816,61.458333300,148,125.400000000,668.555084000,463.246867000,399020.604000000,205.925000000,55.571793700,1.000000000,saturated
964,32.075733300,2886816,62.250000000,148,124.250000000,668.488856000,463.069385000,404152.782000000,205.925000000,55.762536900,1.000000000,saturated
965,32.109066700,2889816,61.000000000,151,126.550000000,668.332441000,463.116102000,413435.218000000,205.583000000,56.024163600,1.000000000,saturated
966,32.142400000,2892816,60.916666700,150,125.700000000,668.271433000,463.323368000,414807.218000000,206.284000000,56.055004500,1.000000000,saturated
967,32.175733300,2895816,60.875000000,151,126.250000000,668.168460000,463.223571000,417096.218000000,206.284000000,56.084926300,1.000000000,saturated
968,32.208588900,2898773,60.833333300,151,126.250000000,668.078079000,463.224778000,422314.997000000,206.985000000,56.352489000,1.000000000,saturated
969,32.241922200,2901773,62.458333300,147,124.150000000,668.137582000,463.156106000,420915.397000000,206.985000000,56.279457400,1.000000000,saturated
970,32.275255600,2904773,61.000000000,145,123.150000000,668.022539000,463.037706000,429950.202000000,208.501000000,56.411960000,1.000000000,saturated
971,32.308588900,2907773,60.916666700,145,122.700000000,668.050140000,463.008834000,431065.202000000,208.501000000,56.378680100,1.000000000,saturated
972,32.341922200,2910773,61.500000000,144,122.550000000,668.196725000,462.942141000,429694.002000000,207.800000000,56.444790100,1.000000000,saturated
973,32.375255600,2913773,60.458333300,144,120.000000000,668.224784000,462.970692000,428895.002000000,207.800000000,56.464624200,1.000000000,saturated
974,32.408588900,2916773,61.000000000,148,120.750000000,668.197613000,462.896233000,431487.781000000,207.572000000,56.605736800,1.000000000,saturated
975,32.441922200,2919773,60.541666700,148,123.600000000,668.309650000,463.037495000,433572.580000000,208.387000000,56.829511800,1.000000000,saturated
976,32.474788900,2922731,60.583333300,148,123.450000000,668.361556000,463.034690000,434502.380000000,207.686000000,56.845263500,1.000000000,saturated
977,32.508122200,2925731,60.208333300,148,121.200000000,668.254764000,463.095136000,434104.980000000,207.686000000,56.741874600,1.000000000,saturated
978,32.541455600,2928731,59.083333300,144,119.150000000,668.033856000,463.207573000,440596.202000000,208.387000000,56.732112900,1.000000000,saturated
979,32.574788900,2931731,60.208333300,143,119.150000000,668.187896000,463.201584000,436755.198000000,207.686000000,56.653035800,1.000000000,saturated
980,32.608122200,2934731,60.541666700,143,120.300000000,668.145369000,463.348164000,438965.000000000,207.686000000,56.807512600,1.000000000,saturated
981,32.641455600,2937731,58.500000000,143,119.000000000,668.085289000,463.380233000,438026.000000000,207.572000000,56.794624600,1.000000000,saturated
982,32.674788900,2940731,58.000000000,143,118.000000000,668.101585000,463.534339000,433445.598000000,207.572000000,56.653229500,1.000000000,saturated
983,32.708122200,2943731,58.625000000,143,119.000000000,668.016449000,463.505858000,434924.398000000,207.572000000,56.656557600,1.000000000,saturated
984,32.740955600,2946686,56.833333300,140,113.450000000,668.115982000,463.478645000,435899.398000000,206.512000000,56.740942400,1.000000000,saturated
985,32.774288900,2949686,56.416666700,140,113.000000000,667.929978000,463.560297000,440608.002000000,207.572000000,56.842724300,1.000000000,saturated
986,32.807622200,2952686,57.041666700,141,113.700000000,668.036225000,463.453061000,428500.202000000,207.914000000,56.406182300,1.000000000,saturated
987,32.840955600,2955686,58.333333300,144,117.950000000,668.100460000,463.535570000,420892.218000000,207.914000000,56.118193000,1.000000000,saturated
988,32.874288900,2958686,59.541666700,143,118.400000000,668.174742000,463.561832000,421014.418000000,207.213000000,56.271271300,1.000000000,saturated
989,32.907622200,2961686,59.833333300,143,119.400000000,668.176827000,463.533904000,415389.000000000,204.996000000,56.199499300,1.000000000,saturated
990,32.940955600,2964686,57.583333300,144,115.850000000,668.141283000,463.496670000,420695.418000000,207.099000000,56.401239300,1.000000000,saturated
991,32.974288900,2967686,58.000000000,144,115.850000000,668.304988000,463.529390000,419445.818000000,206.398000000,56.332017100,1.000000000,saturated
992,33.007155600,2970644,57.791666700,142,118.000000000,668.176592000,463.419366000,430880.802000000,206.398000000,56.632148600,1.000000000,saturated
993,33.040488900,2973644,57.916666700,141,117.000000000,668.193995000,463.393329000,431288.002000000,206.398000000,56.596183000,1.000000000,saturated
994,33.073822200,2976644,57.375000000,143,118.550000000,668.241292000,463.186908000,429322.002000000,206.398000000,56.526941900,1.000000000,saturated
995,33.107155600,2979644,57.916666700,146,122.250000000,668.263650000,463.320966000,428041.002000000,207.099000000,56.502157400,1.000000000,saturated
996,33.140488900,2982644,58.750000000,147,123.250000000,668.282865000,463.338105000,428730.202000000,206.871000000,56.570465300,1.000000000,saturated
997,33.173822200,2985644,58.208333300,149,121.950000000,668.347782000,463.321098000,436116.598000000,207.686000000,56.867746500,1.000000000,saturated
998,33.207155600,2988644,59.875000000,150,123.100000000,668.420344000,463.259904000,429721.802000000,206.985000000,56.650731200,1.000000000,saturated
999,33.240488900,2991644,59.666666700,149,122.850000000,668.442072000,463.181860000,428326.202000000,207.686000000,56.578657200,1.000000000,saturated
1000,33.273344400,2994601,59.208333300,149,121.150000000,668.403012000,463.254701000,434404.000000000,208.387000000,56.737665800,1.000000000,saturated
1001,33.306677800,2997601,60.958333300,150,123.000000000,668.407627000,463.209949000,430491.819000000,207.686000000,56.438767100,1.000000000,saturated
1002,33.340011100,3000601,62.333333300,154,126.550000000,668.368265000,463.232953000,427811.000000000,206.985000000,56.389658700,1.000000000,saturated
1003,33.373344400,3003601,61.541666700,155,126.400000000,668.339574000,463.291891000,427200.000000000,206.284000000,56.305631100,1.000000000,saturated
1004,33.406677800,3006601,60.500000000,155,124.250000000,668.322992000,463.156890000,433813.180000000,207.686000000,56.590721300,1.000000000,saturated
1005,33.440011100,3009601,61.291666700,155,125.400000000,668.317378000,462.882327000,424267.797000000,206.985000000,56.292792900,1.000000000,saturated
1006,33.473344400,3012601,61.208333300,156,126.250000000,668.239035000,462.887740000,431042.602000000,206.626000000,56.506015700,1.000000000,saturated
1007,33.506677800,3015601,60.750000000,156,126.550000000,668.373048000,462.865798000,427068.398000000,206.985000000,56.386586400,1.000000000,saturated
1008,33.539522200,3018557,61.416666700,156,126.550000000,668.445871000,462.769565000,430227.002000000,207.686000000,56.530937600,1.000000000,saturated
1009,33.572855600,3021557,61.916666700,158,129.400000000,668.428176000,462.789059000,434908.180000000,208.387000000,56.667433100,1.000000000,saturated
1010,33.606188900,3024557,60.916666700,158,130.400000000,668.401886000,462.721292000,432230.402000000,206.398000000,56.517126100,1.000000000,saturated
1011,33.639522200,3027557,60.416666700,157,130.400000000,668.363827000,462.718881000,433918.002000000,206.170000000,56.629915900,1.000000000,saturated
1012,33.672855600,3030557,61.000000000,157,134.550000000,668.442026000,462.774123000,432326.002000000,207.686000000,56.542111000,1.000000000,saturated
1013,33.706188900,3033557,62.416666700,158,136.250000000,668.377558000,462.901884000,423093.819000000,206.284000000,56.187004500,1.000000000,saturated
1014,33.739522200,3036557,63.625000000,162,138.550000000,668.340792000,463.027280000,423765.219000000,206.284000000,56.229760000,1.000000000,saturated
1015,33.772855600,3039557,63.166666700,163,139.400000000,668.310253000,463.099233000,431395.002000000,206.871000000,56.481453900,1.000000000,saturated
1016,33.805711100,3042514,65.375000000,168,143.100000000,668.347855000,463.072594000,429627.003000000,206.985000000,56.517882300,1.000000000,saturated
1017,33.839044400,3045514,64.458333300,168,142.500000000,668.344427000,463.115542000,429329.402000000,207.686000000,56.464314800,1.000000000,saturated
1018,33.872377800,3048514,64.541666700,168,142.500000000,668.359779000,463.193150000,428465.802000000,207.686000000,56.398076900,1.000000000,saturated
1019,33.905711100,3051514,62.958333300,165,139.950000000,668.392222000,463.026024000,428942.802000000,206.985000000,56.368602200,1.000000000,saturated
1020,33.939044400,3054514,64.125000000,169,145.000000000,668.551328000,463.079151000,411608.000000000,206.398000000,55.972266000,1.000000000,saturated
1021,33.972377800,3057514,63.375000000,166,144.300000000,668.456218000,463.019491000,412954.000000000,205.697000000,55.972592700,1.000000000,saturated
1022,34.005711100,3060514,61.791666700,165,141.750000000,668.419088000,463.076737000,414078.000000000,205.697000000,56.035407400,1.000000000,saturated
1023,34.039044400,3063514,62.083333300,165,141.050000000,668.387279000,463.082202000,413872.000000000,205.697000000,55.953722200,1.000000000,saturated
1024,34.071900000,3066471,61.708333300,165,145.150000000,668.454784000,463.059079000,415484.603000000,206.398000000,56.038923500,1.000000000,saturated
1025,34.105233300,3069471,61.875000000,164,145.300000000,668.396359000,463.163794000,422501.397000000,205.697000000,56.169441700,1.000000000,saturated
1026,34.138566700,3072471,61.375000000,164,145.150000000,668.282373000,462.993362000,426558.398000000,207.914000000,56.270938700,1.000000000,saturated
1027,34.171900000,3075471,61.458333300,163,144.450000000,668.460717000,462.985913000,421165.019000000,207.914000000,56.174445100,1.000000000,saturated
